0.0,RC0402FR-070RL,Yageo,16,Digi-Key,0.00096,1230000,
1,RC0402FR-071RL,Yageo,22,Digi-Key,0.00146,700000,
1.02,RC0402FR-071R02L,Yageo,2,Digi-Key,0.00185,0,
1.05,RC0402FR-071R05L,Yageo,2,Digi-Key,0.00185,0,
1.07,RC0402FR-071R07L,Yageo,2,Digi-Key,0.00185,0,
1.1,RC0402FR-071R1L,Yageo,5,Digi-Key,0.00185,0,
1.13,RC0402FR-071R13L,Yageo,2,Digi-Key,0.00185,0,
1.15,RC0402FR-071R15L,Yageo,2,Digi-Key,0.00185,0,
1.18,RC0402FR-071R18L,Yageo,2,Digi-Key,0.00185,0,
1.21,RC0402FR-071R21L,Yageo,3,Digi-Key,0.00185,0,
1.24,RC0402FR-071R24L,Yageo,3,Digi-Key,0.00185,0,
1.27,RC0402FR-071R27L,Yageo,2,Digi-Key,0.00185,0,
1.3,RC0402FR-071R3L,Yageo,5,Digi-Key,0.00185,0,
1.33,RC0402FR-071R33L,Yageo,2,Digi-Key,0.00185,0,
1.37,RC0402FR-071R37L,Yageo,2,Digi-Key,0.00185,0,
1.4,RC0402FR-071R4L,Yageo,3,Digi-Key,0.00185,0,
1.43,RC0402FR-071R43L,Yageo,2,Digi-Key,0.00185,0,
1.47,RC0402FR-071R47L,Yageo,3,Digi-Key,0.00185,0,
1.5,RC0402FR-071R5L,Yageo,18,Digi-Key,0.00146,30000,
1.54,RC0402FR-071R54L,Yageo,2,Digi-Key,0.00185,0,
1.58,RC0402FR-071R58L,Yageo,2,Digi-Key,0.00185,0,
1.62,RC0402FR-071R62L,Yageo,4,Digi-Key,0.00185,0,
1.65,RC0402FR-071R65L,Yageo,2,Digi-Key,0.00185,0,
1.69,RC0402FR-071R69L,Yageo,2,Digi-Key,0.00185,0,
1.74,RC0402FR-071R74L,Yageo,3,Digi-Key,0.00185,0,
1.78,RC0402FR-071R78L,Yageo,2,Digi-Key,0.00185,0,
1.82,RC0402FR-071R82L,Yageo,3,Digi-Key,0.00185,0,
1.87,RC0402FR-071R87L,Yageo,3,Digi-Key,0.00185,0,
1.91,RC0402FR-071R91L,Yageo,3,Digi-Key,0.00185,0,
1.96,RC0402FR-071R96L,Yageo,2,Digi-Key,0.00185,0,
2,RC0402FR-072RL,Yageo,18,Digi-Key,0.00146,0,
2.05,RC0402FR-072R05L,Yageo,2,Digi-Key,0.00185,0,
2.1,RC0402FR-072R1L,Yageo,7,Digi-Key,0.00185,0,
2.15,RC0402FR-072R15L,Yageo,5,Digi-Key,0.00185,0,
2.21,RC0402FR-072R21L,Yageo,6,Digi-Key,0.00185,0,
2.26,RC0402FR-072R26L,Yageo,2,Digi-Key,0.00185,0,
2.32,RC0402FR-072R32L,Yageo,3,Digi-Key,0.00185,0,
2.37,RC0402FR-072R37L,Yageo,3,Digi-Key,0.00185,0,
2.43,RC0402FR-072R43L,Yageo,3,Digi-Key,0.00185,0,
2.49,RC0402FR-072R49L,Yageo,4,Digi-Key,0.00185,0,
2.55,RC0402FR-072R55L,Yageo,3,Digi-Key,0.00185,0,
2.61,RC0402FR-072R61L,Yageo,2,Digi-Key,0.00185,0,
2.67,RC0402FR-072R67L,Yageo,2,Digi-Key,0.00185,0,
2.74,RC0402FR-072R74L,Yageo,3,Digi-Key,0.00185,0,
2.8,RC0402FR-072R8L,Yageo,2,Digi-Key,0.00185,0,
2.87,RC0402FR-072R87L,Yageo,4,Digi-Key,0.00185,0,
2.94,RC0402FR-072R94L,Yageo,2,Digi-Key,0.00185,0,
3.01,RC0402FR-073R01L,Yageo,15,Digi-Key,0.00185,0,
3.09,RC0402FR-073R09L,Yageo,2,Digi-Key,0.00185,0,
3.16,RC0402FR-073R16L,Yageo,4,Digi-Key,0.00185,0,
3.24,RC0402FR-073R24L,Yageo,2,Digi-Key,0.00185,0,
3.32,RC0402FR-073R32L,Yageo,6,Digi-Key,0.00185,0,
3.4,RC0402FR-073R4L,Yageo,2,Digi-Key,0.00185,0,
3.48,RC0402FR-073R48L,Yageo,3,Digi-Key,0.00185,0,
3.57,RC0402FR-073R57L,Yageo,2,Digi-Key,0.00185,0,
3.65,RC0402FR-073R65L,Yageo,4,Digi-Key,0.00185,0,
3.74,RC0402FR-073R74L,Yageo,2,Digi-Key,0.00185,0,
3.83,RC0402FR-073R83L,Yageo,4,Digi-Key,0.00185,0,
3.92,RC0402FR-073R92L,Yageo,5,Digi-Key,0.00185,0,
4.02,RC0402FR-074R02L,Yageo,7,Digi-Key,0.00185,0,
4.12,RC0402FR-074R12L,Yageo,2,Digi-Key,0.00185,0,
4.22,RC0402FR-074R22L,Yageo,4,Digi-Key,0.00185,0,
4.32,RC0402FR-074R32L,Yageo,3,Digi-Key,0.00185,0,
4.42,RC0402FR-074R42L,Yageo,2,Digi-Key,0.00185,0,
4.53,RC0402FR-074R53L,Yageo,2,Digi-Key,0.00185,0,
4.64,RC0402FR-074R64L,Yageo,5,Digi-Key,0.00185,0,
4.75,RC0402FR-074R75L,Yageo,6,Digi-Key,0.00185,0,
4.87,RC0402FR-074R87L,Yageo,2,Digi-Key,0.00185,0,
4.99,RC0402FR-074R99L,Yageo,12,Digi-Key,0.00185,0,
5.11,RC0402FR-075R11L,Yageo,9,Digi-Key,0.00185,0,
5.23,RC0402FR-075R23L,Yageo,2,Digi-Key,0.00185,0,
5.36,RC0402FR-075R36L,Yageo,3,Digi-Key,0.00185,0,
5.49,RC0402FR-075R49L,Yageo,2,Digi-Key,0.00185,0,
5.62,RC0402FR-075R62L,Yageo,3,Digi-Key,0.00185,0,
5.76,RC0402FR-075R76L,Yageo,4,Digi-Key,0.00185,0,
5.9,RC0402FR-075R9L,Yageo,2,Digi-Key,0.00185,0,
6.04,RC0402FR-076R04L,Yageo,2,Digi-Key,0.00185,0,
6.19,RC0402FR-076R19L,Yageo,4,Digi-Key,0.00185,0,
6.34,RC0402FR-076R34L,Yageo,2,Digi-Key,0.00185,0,
6.49,RC0402FR-076R49L,Yageo,3,Digi-Key,0.00185,0,
6.65,RC0402FR-076R65L,Yageo,2,Digi-Key,0.00185,0,
6.81,RC0402FR-076R81L,Yageo,7,Digi-Key,0.00185,0,
6.98,RC0402FR-076R98L,Yageo,2,Digi-Key,0.00185,0,
7.15,RC0402FR-077R15L,Yageo,2,Digi-Key,0.00185,0,
7.32,RC0402FR-077R32L,Yageo,2,Digi-Key,0.00185,0,
7.5,RC0402FR-077R5L,Yageo,7,Digi-Key,0.00185,0,
7.68,RC0402FR-077R68L,Yageo,4,Digi-Key,0.00185,0,
7.87,RC0402FR-077R87L,Yageo,2,Digi-Key,0.00185,0,
8.06,RC0402FR-078R06L,Yageo,5,Digi-Key,0.00185,0,
8.25,RC0402FR-078R25L,Yageo,4,Digi-Key,0.00185,0,
8.45,RC0402FR-078R45L,Yageo,2,Digi-Key,0.00185,0,
8.66,RC0402FR-078R66L,Yageo,3,Digi-Key,0.00185,0,
8.87,RC0402FR-078R87L,Yageo,2,Digi-Key,0.00185,0,
9.09,RC0402FR-079R09L,Yageo,4,Digi-Key,0.00185,0,
9.31,RC0402FR-079R31L,Yageo,1,Digi-Key,0.00185,0,
9.53,RC0402FR-079R53L,Yageo,1,Digi-Key,0.00185,0,
9.76,RC0402FR-079R76L,Yageo,1,Digi-Key,0.00185,0,
10,RC0402FR-0710RL,Yageo,34,Digi-Key,0.00108,2340000,
10.2,RC0402FR-0710R2L,Yageo,6,Digi-Key,0.00096,60000,
10.5,RC0402FR-0710R5L,Yageo,6,Digi-Key,0.00096,0,
10.7,RC0402FR-0710R7L,Yageo,6,Digi-Key,0.00096,70000,
11,RC0402FR-0711RL,Yageo,8,Digi-Key,0.00096,40000,
11.3,RC0402FR-0711R3L,Yageo,6,Digi-Key,0.00096,70000,
11.5,RC0402FR-0711R5L,Yageo,10,Digi-Key,0.00096,40000,
11.8,RC0402FR-0711R8L,Yageo,6,Digi-Key,0.00096,10000,
12.1,RC0402FR-0712R1L,Yageo,12,Digi-Key,0.00096,30000,
12.4,RC0402FR-0712R4L,Yageo,8,Digi-Key,0.00096,50000,
12.7,RC0402FR-0712R7L,Yageo,6,Digi-Key,0.00096,10000,
13,RC0402FR-0713RL,Yageo,13,Digi-Key,0.00096,150000,
13.3,RC0402FR-0713R3L,Yageo,6,Digi-Key,0.00096,30000,
