1.69,RC1206FR-071R69L,Yageo,10,Digi-Key,0.00382,25000,1206,250 mW,1.69 Ω,±1%,
1.74,RC1206FR-071R74L,Yageo,6,Digi-Key,0.00382,35000,1206,250 mW,1.74 Ω,±1%,
1.78,RC1206FR-071R78L,Yageo,7,Digi-Key,0.00382,15000,1206,250 mW,1.78 Ω,±1%,
1.82,RC1206FR-071R82L,Yageo,8,Digi-Key,0.00382,20000,1206,250 mW,1.82 Ω,±1%,
1.87,RC1206FR-071R87L,Yageo,9,Digi-Key,0.00382,35000,1206,250 mW,1.87 Ω,±1%,
1.91,RC1206FR-071R91L,Yageo,10,Digi-Key,0.00382,35000,1206,250 mW,1.91 Ω,±1%,
1.96,RC1206FR-071R96L,Yageo,9,Digi-Key,0.00382,0,1206,250 mW,1.96 Ω,±1%,
2,RC1206FR-072RL,Yageo,19,Digi-Key,0.00382,170000,1206,250 mW,2.00 Ω,±1%,
2.05,RC1206FR-072R05L,Yageo,10,Digi-Key,0.00382,20000,1206,250 mW,2.05 Ω,±1%,
2.1,RC1206FR-072R1L,Yageo,11,Digi-Key,0.00382,5000,1206,250 mW,2.10 Ω,±1%,
2.15,RC1206FR-072R15L,Yageo,8,Digi-Key,0.00382,10000,1206,250 mW,2.15 Ω,±1%,
2.21,RC1206FR-072R21L,Yageo,13,Digi-Key,0.00382,95000,1206,250 mW,2.21 Ω,±1%,
2.26,RC1206FR-072R26L,Yageo,6,Digi-Key,0.00382,5000,1206,250 mW,2.26 Ω,±1%,
2.32,RC1206FR-072R32L,Yageo,8,Digi-Key,0.00382,10000,1206,250 mW,2.32 Ω,±1%,
2.37,RC1206FR-072R37L,Yageo,8,Digi-Key,0.00382,0,1206,250 mW,2.37 Ω,±1%,
2.43,RC1206FR-072R43L,Yageo,5,Digi-Key,0.00557,0,1206,250 mW,2.43 Ω,±1%,
2.49,RC1206FR-072R49L,Yageo,13,Digi-Key,0.00382,40000,1206,250 mW,2.49 Ω,±1%,
2.55,RC1206FR-072R55L,Yageo,6,Digi-Key,0.00382,0,1206,250 mW,2.55 Ω,±1%,
2.61,RC1206FR-072R61L,Yageo,9,Digi-Key,0.00382,10000,1206,250 mW,2.61 Ω,±1%,
2.67,RC1206FR-072R67L,Yageo,11,Digi-Key,0.00382,0,1206,250 mW,2.67 Ω,±1%,
2.74,RC1206FR-072R74L,Yageo,11,Digi-Key,0.00382,5000,1206,250 mW,2.74 Ω,±1%,
2.8,RC1206FR-072R8L,Yageo,8,Digi-Key,0.00382,45000,1206,250 mW,2.80 Ω,±1%,
2.87,RC1206FR-072R87L,Yageo,9,Digi-Key,0.00382,15000,1206,250 mW,2.87 Ω,±1%,
2.94,RC1206FR-072R94L,Yageo,2,Digi-Key,0.00557,0,1206,250 mW,2.94 Ω,±1%,
3.01,RC1206FR-073R01L,Yageo,8,Digi-Key,0.00382,15000,1206,250 mW,3.01 Ω,±1%,
3.09,RC1206FR-073R09L,Yageo,8,Digi-Key,0.00382,20000,1206,250 mW,3.09 Ω,±1%,
3.16,RC1206FR-073R16L,Yageo,12,Digi-Key,0.00382,50000,1206,250 mW,3.16 Ω,±1%,
3.24,RC1206FR-073R24L,Yageo,8,Digi-Key,0.00382,15000,1206,250 mW,3.24 Ω,±1%,
3.32,RC1206FR-073R32L,Yageo,11,Digi-Key,0.00382,20000,1206,250 mW,3.32 Ω,±1%,
3.4,RC1206FR-073R4L,Yageo,8,Digi-Key,0.00382,0,1206,250 mW,3.40 Ω,±1%,
3.48,RC1206FR-073R48L,Yageo,10,Digi-Key,0.00382,0,1206,250 mW,3.48 Ω,±1%,
3.57,RC1206FR-073R57L,Yageo,4,Digi-Key,0.00382,5000,1206,250 mW,3.57 Ω,±1%,
3.65,RC1206FR-073R65L,Yageo,8,Digi-Key,0.00382,15000,1206,250 mW,3.65 Ω,±1%,
3.74,RC1206FR-073R74L,Yageo,6,Digi-Key,0.00382,5000,1206,250 mW,3.74 Ω,±1%,
