0.0,RC1206FR-070RL,Yageo,17,Digi-Key,0.00254,55000,
1,RC1206FR-071RL,Yageo,33,Digi-Key,0.00851,0,
1.02,RC1206FR-071R02L,Yageo,5,Digi-Key,0.00382,5000,
1.05,RC1206FR-071R05L,Yageo,9,Digi-Key,0.00382,10000,
1.07,RC1206FR-071R07L,Yageo,2,Digi-Key,0.00557,0,
1.1,RC1206FR-071R1L,Yageo,12,Digi-Key,0.00382,15000,
1.13,RC1206FR-071R13L,Yageo,5,Digi-Key,0.00382,20000,
1.15,RC1206FR-071R15L,Yageo,10,Digi-Key,0.00382,25000,
1.18,RC1206FR-071R18L,Yageo,2,Digi-Key,0.00557,0,
1.21,RC1206FR-071R21L,Yageo,7,Digi-Key,0.00382,25000,
1.24,RC1206FR-071R24L,Yageo,11,Digi-Key,0.00382,105000,
1.27,RC1206FR-071R27L,Yageo,8,Digi-Key,0.00382,25000,
1.3,RC1206FR-071R3L,Yageo,16,Digi-Key,0.00382,65000,
1.33,RC1206FR-071R33L,Yageo,10,Digi-Key,0.00382,40000,
1.37,RC1206FR-071R37L,Yageo,9,Digi-Key,0.00382,15000,
1.4,RC1206FR-071R4L,Yageo,10,Digi-Key,0.00382,20000,
1.43,RC1206FR-071R43L,Yageo,12,Digi-Key,0.00382,0,
1.47,RC1206FR-071R47L,Yageo,6,Digi-Key,0.00382,15000,
1.5,RC1206FR-071R5L,Yageo,24,Digi-Key,0.00382,315000,
1.54,RC1206FR-071R54L,Yageo,7,Digi-Key,0.00557,0,
1.58,RC1206FR-071R58L,Yageo,6,Digi-Key,0.00382,10000,
1.62,RC1206FR-071R62L,Yageo,4,Digi-Key,0.00557,0,
1.65,RC1206FR-071R65L,Yageo,4,Digi-Key,0.00557,0,
1.69,RC1206FR-071R69L,Yageo,11,Digi-Key,0.00382,25000,
1.74,RC1206FR-071R74L,Yageo,6,Digi-Key,0.00382,35000,
1.78,RC1206FR-071R78L,Yageo,9,Digi-Key,0.00382,15000,
1.82,RC1206FR-071R82L,Yageo,9,Digi-Key,0.00382,20000,
1.87,RC1206FR-071R87L,Yageo,11,Digi-Key,0.00382,35000,
1.91,RC1206FR-071R91L,Yageo,11,Digi-Key,0.00382,35000,
1.96,RC1206FR-071R96L,Yageo,11,Digi-Key,0.00382,0,
2,RC1206FR-072RL,Yageo,22,Digi-Key,0.00382,170000,
2.05,RC1206FR-072R05L,Yageo,12,Digi-Key,0.00382,20000,
2.1,RC1206FR-072R1L,Yageo,12,Digi-Key,0.00382,5000,
2.15,RC1206FR-072R15L,Yageo,9,Digi-Key,0.00382,10000,
2.21,RC1206FR-072R21L,Yageo,15,Digi-Key,0.00382,95000,
2.26,RC1206FR-072R26L,Yageo,7,Digi-Key,0.00382,5000,
2.32,RC1206FR-072R32L,Yageo,9,Digi-Key,0.00382,10000,
2.37,RC1206FR-072R37L,Yageo,9,Digi-Key,0.00382,0,
2.43,RC1206FR-072R43L,Yageo,5,Digi-Key,0.00557,0,
2.49,RC1206FR-072R49L,Yageo,14,Digi-Key,0.00382,40000,
2.55,RC1206FR-072R55L,Yageo,6,Digi-Key,0.00382,0,
2.61,RC1206FR-072R61L,Yageo,11,Digi-Key,0.00382,10000,
2.67,RC1206FR-072R67L,Yageo,12,Digi-Key,0.00382,0,
2.74,RC1206FR-072R74L,Yageo,13,Digi-Key,0.00382,5000,
2.8,RC1206FR-072R8L,Yageo,9,Digi-Key,0.00382,45000,
2.87,RC1206FR-072R87L,Yageo,11,Digi-Key,0.00382,15000,
2.94,RC1206FR-072R94L,Yageo,2,Digi-Key,0.00557,0,
3.01,RC1206FR-073R01L,Yageo,9,Digi-Key,0.00382,15000,
3.09,RC1206FR-073R09L,Yageo,9,Digi-Key,0.00382,20000,
3.16,RC1206FR-073R16L,Yageo,14,Digi-Key,0.00382,50000,
3.24,RC1206FR-073R24L,Yageo,9,Digi-Key,0.00382,15000,
3.32,RC1206FR-073R32L,Yageo,11,Digi-Key,0.00382,20000,
3.4,RC1206FR-073R4L,Yageo,8,Digi-Key,0.00382,0,
3.48,RC1206FR-073R48L,Yageo,11,Digi-Key,0.00382,0,
3.57,RC1206FR-073R57L,Yageo,4,Digi-Key,0.00382,5000,
3.65,RC1206FR-073R65L,Yageo,10,Digi-Key,0.00382,15000,
3.74,RC1206FR-073R74L,Yageo,6,Digi-Key,0.00382,5000,
3.83,RC1206FR-073R83L,Yageo,6,Digi-Key,0.00382,0,
3.92,RC1206FR-073R92L,Yageo,10,Digi-Key,0.00382,30000,
4.02,RC1206FR-074R02L,Yageo,12,Digi-Key,0.00382,0,
4.12,RC1206FR-074R12L,Yageo,6,Digi-Key,0.00382,0,
4.22,RC1206FR-074R22L,Yageo,11,Digi-Key,0.00382,10000,
4.32,RC1206FR-074R32L,Yageo,11,Digi-Key,0.00382,70000,
4.42,RC1206FR-074R42L,Yageo,8,Digi-Key,0.00382,10000,
4.53,RC1206FR-074R53L,Yageo,7,Digi-Key,0.00382,10000,
4.64,RC1206FR-074R64L,Yageo,5,Digi-Key,0.00557,0,
4.75,RC1206FR-074R75L,Yageo,15,Digi-Key,0.00382,35000,
4.87,RC1206FR-074R87L,Yageo,9,Digi-Key,0.00382,55000,
4.99,RC1206FR-074R99L,Yageo,13,Digi-Key,0.00382,40000,
5.11,RC1206FR-075R11L,Yageo,17,Digi-Key,0.00382,0,
5.23,RC1206FR-075R23L,Yageo,9,Digi-Key,0.00382,5000,
5.36,RC1206FR-075R36L,Yageo,7,Digi-Key,0.00382,15000,
5.49,RC1206FR-075R49L,Yageo,9,Digi-Key,0.00382,0,
5.62,RC1206FR-075R62L,Yageo,12,Digi-Key,0.00382,20000,
5.76,RC1206FR-075R76L,Yageo,8,Digi-Key,0.00382,0,
5.9,RC1206FR-075R9L,Yageo,13,Digi-Key,0.00382,65000,
6.04,RC1206FR-076R04L,Yageo,13,Digi-Key,0.00382,15000,
6.19,RC1206FR-076R19L,Yageo,12,Digi-Key,0.00382,0,
6.34,RC1206FR-076R34L,Yageo,7,Digi-Key,0.00382,30000,
6.49,RC1206FR-076R49L,Yageo,11,Digi-Key,0.00382,20000,
6.65,RC1206FR-076R65L,Yageo,6,Digi-Key,0.00382,25000,
6.81,RC1206FR-076R81L,Yageo,14,Digi-Key,0.00382,30000,
6.98,RC1206FR-076R98L,Yageo,6,Digi-Key,0.00382,10000,
7.15,RC1206FR-077R15L,Yageo,11,Digi-Key,0.00382,25000,
7.32,RC1206FR-077R32L,Yageo,3,Digi-Key,0.00557,0,
7.5,RC1206FR-077R5L,Yageo,19,Digi-Key,0.00382,140000,
7.68,RC1206FR-077R68L,Yageo,7,Digi-Key,0.00382,15000,
7.87,RC1206FR-077R87L,Yageo,9,Digi-Key,0.00382,5000,
8.06,RC1206FR-078R06L,Yageo,11,Digi-Key,0.00382,30000,
8.25,RC1206FR-078R25L,Yageo,16,Digi-Key,0.00382,80000,
8.45,RC1206FR-078R45L,Yageo,5,Digi-Key,0.00382,15000,
8.66,RC1206FR-078R66L,Yageo,7,Digi-Key,0.00382,0,
8.87,RC1206FR-078R87L,Yageo,10,Digi-Key,0.00382,105000,
9.09,RC1206FR-079R09L,Yageo,11,Digi-Key,0.00382,20000,
9.31,RC1206FR-079R31L,Yageo,2,Digi-Key,0.00557,0,
9.53,RC1206FR-079R53L,Yageo,10,Digi-Key,0.00382,10000,
9.76,RC1206FR-079R76L,Yageo,2,Digi-Key,0.00557,0,
10,RC1206FR-0710RL,Yageo,34,Digi-Key,0.00261,1075000,
