56.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN560,Yageo,0.7,
56.0 pF,0603,C0G/NP0,100.0,±5%,CC0603JRNPO0BN560,Yageo,0.59,
68.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN680,Yageo,0.3,
68.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN680,Yageo,0.2,
68.0 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN680,Yageo,1.0,
82.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN820,Yageo,0.2,
82.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN820,Yageo,0.3,
100 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN101,Yageo,0.4,
100 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN101,Yageo,0.2,
100 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN101,Yageo,0.7,
100 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN101,Yageo,1.8,
100 pF,1206,C0G/NP0,2000.0,±5%,CC1206JKNPODBN101,Yageo,11.6,
100 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB101,Yageo,0.3,
100 pF,0805,C0G/NP0,500.0,±5%,CC0805JRNPOBBN101,Yageo,2.7,
100 pF,1206,C0G/NP0,500.0,±5%,CC1206JRNPOBBN101,Yageo,3.3,
100 pF,0201,C0G/NP0,25.0,±5%,CC0201JRNPO8BN101,Yageo,0.3,
100 pF,1812,C0G/NP0,1000.0,±5%,CC1812JKNPOCBN101,Yageo,28.2,
100 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB101,Yageo,0.3,
100 pF,0603,C0G/NP0,100.0,±5%,CC0603JRNPO0BN101,Yageo,0.8,
100 pF,1206,C0G/NP0,200.0,±5%,CC1206JRNPOABN101,Yageo,3.2,
100 pF,0603,C0G/NP0,200.0,±5%,CC0603JRNPOABN101,Yageo,1.1,
100 pF,0805,C0G/NP0,100.0,±5%,CC0805JRNPO0BN101,Yageo,1.4,
100 pF,0805,C0G/NP0,200.0,±5%,CC0805JRNPOABN101,Yageo,1.9,
100 pF,0402,C0G/NP0,50.0,±2%,CC0402GRNPO9BN101,Yageo,0.371,
100 pF,0402,C0G/NP0,16.0,±5%,CC0402JRNPO7BN101,Yageo,0.3,
100 pF,0402,X7R,50.0,±5%,CC0402JRX7R9BB101,Yageo,0.6,
120 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN121,Yageo,0.8,
120 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB121,Yageo,0.5,
150 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN151,Yageo,0.8,
150 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN151,Yageo,0.4,
150 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN151,Yageo,1.1,
150 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB151,Yageo,0.6,
150 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB151,Yageo,0.9,
150 pF,0201,X7R,50.0,±10%,CC0201KRX7R9BB151,Yageo,0.605,
180 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN181,Yageo,1.1,
180 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN181,Yageo,0.4,
180 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN181,Yageo,0.4,
180 pF,1206,C0G/NP0,1000.0,±5%,CC1206JKNPOCBN181,Yageo,6.6,
180 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB181,Yageo,0.5,
220 pF,0805,X7R,50.0,±10%,CC0805KRX7R9BB221,Yageo,0.8,
220 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN221,Yageo,0.7,
220 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN221,Yageo,1.0,
220 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN221,Yageo,0.3,
220 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB221,Yageo,0.2,
220 pF,1206,C0G/NP0,1000.0,±5%,CC1206JKNPOCBN221,Yageo,9.1,
220 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN221,Yageo,2.4,
220 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB221,Yageo,0.6,
220 pF,1206,C0G/NP0,500.0,±5%,CC1206JRNPOBBN221,Yageo,3.7,
220 pF,1812,C0G/NP0,3000.0,±5%,CC1812JKNPOEBN221,Yageo,20.6,
220 pF,0201,X7R,50.0,±10%,CC0201KRX7R9BB221,Yageo,0.381,
220 pF,0805,C0G/NP0,200.0,±5%,CC0805JRNPOABN221,Yageo,1.78,
220 pF,0402,X7R,50.0,±5%,CC0402JRX7R9BB221,Yageo,0.456,
220 pF,1206,C0G/NP0,200.0,±5%,CC1206JRNPOABN221,Yageo,2.603,
220 pF,0805,X7R,200.0,±10%,CC0805KRX7RABB221,Yageo,1.478,
220 pF,0805,C0G/NP0,500.0,±5%,CC0805JRNPOBBN221,Yageo,3.134,
220 pF,1206,C0G/NP0,2000.0,±5%,CC1206JKNPODBN221,Yageo,8.582,
270 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN271,Yageo,1.4,
270 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN271,Yageo,0.9,
270 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB271,Yageo,0.7,
270 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB271,Yageo,0.4,
270 pF,0805,C0G/NP0,50.0,±2%,CC0805GRNPO9BN271,Yageo,2.481,
330 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN331,Yageo,0.6,
330 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN331,Yageo,1.2,
330 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB331,Yageo,0.7,
330 pF,0805,X7R,50.0,±10%,CC0805KRX7R9BB331,Yageo,0.9,
330 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB331,Yageo,0.1,
330 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN331,Yageo,4.9,
330 pF,0201,X7R,50.0,±10%,CC0201KRX7R9BB331,Yageo,0.5,
330 pF,0402,X7R,50.0,±5%,CC0402JRX7R9BB331,Yageo,0.441,
330 pF,1206,C0G/NP0,1000.0,±5%,CC1206JKNPOCBN331,Yageo,12.797,
390 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN391,Yageo,1.3,
390 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN391,Yageo,1.2,
390 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB391,Yageo,0.7,
390 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB391,Yageo,0.4,
470 pF,0805,X7R,50.0,±10%,CC0805KRX7R9BB471,Yageo,0.8,
470 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB471,Yageo,0.5,
470 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN471,Yageo,1.4,
470 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN471,Yageo,0.4,
470 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB471,Yageo,0.2,
470 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN471,Yageo,3.4,
470 pF,0603,C0G/NP0,200.0,±5%,CC0603JRNPOABN471,Yageo,1.6,
470 pF,1206,C0G/NP0,200.0,±5%,CC1206JRNPOABN471,Yageo,4.1,
470 pF,0402,X7R,50.0,±5%,CC0402JRX7R9BB471,Yageo,0.416,
470 pF,0805,C0G/NP0,500.0,±5%,CC0805JRNPOBBN471,Yageo,2.741,
470 pF,0201,X7R,50.0,±10%,CC0201KRX7R9BB471,Yageo,0.605,
560 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB561,Yageo,0.2,
560 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN561,Yageo,1.0,
560 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB561,Yageo,0.7,
560 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN561,Yageo,1.6,
680 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB681,Yageo,0.7,
680 pF,0805,X7R,50.0,±10%,CC0805KRX7R9BB681,Yageo,0.8,
680 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN681,Yageo,1.6,
680 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN681,Yageo,0.5,
680 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB681,Yageo,0.2,
680 pF,0201,X7R,25.0,±10%,CC0201KRX7R8BB681,Yageo,0.416,
680 pF,0805,X7R,200.0,±10%,CC0805KRX7RABB681,Yageo,1.478,
820 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB821,Yageo,0.7,
820 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB821,Yageo,0.4,
820 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN821,Yageo,2.2,
820 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN821,Yageo,1.077,
1.00 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB102,Yageo,1.6,
1.00 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB102,Yageo,0.3,
1.00 nF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN102,Yageo,1.0,
1.00 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB102,Yageo,0.2,
1.00 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB102,Yageo,0.6,
1.00 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN102,Yageo,2.3,
1.00 nF,0603,X7R,100.0,±10%,CC0603KRX7R0BB102,Yageo,0.8,
1.00 nF,1812,X7R,2000.0,±10%,CC1812KKX7RDBB102,Yageo,18.5,
1.00 nF,1206,X7R,1000.0,±10%,CC1206KKX7RCBB102,Yageo,7.3,
1.00 nF,0603,C0G/NP0,25.0,±5%,CC0603JRNPO8BN102,Yageo,0.4,
1.00 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB102,Yageo,0.1,
1.00 nF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN102,Yageo,0.4,
1.00 nF,1206,X7R,200.0,±10%,CC1206KRX7RABB102,Yageo,2.6,
1.00 nF,1812,C0G/NP0,1000.0,±5%,CC1812JKNPOCBN102,Yageo,24.4,
1.00 nF,0402,X7R,50.0,±5%,CC0402JRX7R9BB102,Yageo,0.2,
1.00 nF,0201,X7R,25.0,±10%,CC0201KRX7R8BB102,Yageo,0.3,
1.00 nF,1206,X7R,2000.0,±10%,CC1206KKX7RDBB102,Yageo,6.1,
1.00 nF,0805,C0G/NP0,500.0,±5%,CC0805JKNPOBBN102,Yageo,2.8,
1.00 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB102,Yageo,0.2,
1.00 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB102,Yageo,1.0,
1.00 nF,0805,X7R,200.0,±10%,CC0805KRX7RABB102,Yageo,1.6,
1.00 nF,1808,X7R,250.0,±10%,SC1808KKX7RWBB102,Yageo,20.4,
1.00 nF,1812,X7R,250.0,±10%,SC1812KKX7RWBB102,Yageo,20.8,
1.00 nF,1808,X7R,3000.0,±10%,CC1808KKX7REBB102,Yageo,24.6,
1.00 nF,1206,X7R,100.0,±10%,CC1206KRX7R0BB102,Yageo,2.1,
1.00 nF,0201,X7R,16.0,±10%,CC0201KRX7R7BB102,Yageo,0.3,
1.00 nF,0603,X7R,50.0,±5%,CC0603JRX7R9BB102,Yageo,0.6,
1.00 nF,0402,X7R,50.0,±20%,CC0402MRX7R9BB102,Yageo,0.146,
1.20 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB122,Yageo,0.2,
1.20 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB122,Yageo,0.8,
1.50 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB152,Yageo,0.6,
1.50 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB152,Yageo,0.2,
1.50 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB152,Yageo,0.8,
1.50 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN152,Yageo,3.9,
1.50 nF,0805,X7R,200.0,±10%,CC0805KRX7RABB152,Yageo,1.6,
1.50 nF,1812,C0G/NP0,1000.0,±5%,CC1812JKNPOCBN152,Yageo,19.2,
1.50 nF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN152,Yageo,1.6,
1.50 nF,0201,X7R,16.0,±10%,CC0201KRX7R7BB152,Yageo,0.25,
1.80 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB182,Yageo,1.0,
1.80 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB182,Yageo,0.238,
2.20 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB222,Yageo,0.5,
2.20 nF,1206,X7R,1000.0,±10%,CC1206KKX7RCBB222,Yageo,2.7,
2.20 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB222,Yageo,0.2,
2.20 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN222,Yageo,4.6,
2.20 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB222,Yageo,0.5,
2.20 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB222,Yageo,1.7,
2.20 nF,1812,X7R,2000.0,±10%,CC1812KKX7RDBB222,Yageo,22.6,
2.20 nF,0201,X7R,16.0,±10%,CC0201KRX7R7BB222,Yageo,0.3,
2.20 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB222,Yageo,1.3,
2.20 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB222,Yageo,0.2,
2.20 nF,1206,X7R,200.0,±10%,CC1206KRX7RABB222,Yageo,3.2,
2.20 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB222,Yageo,0.152,
2.20 nF,0805,X7R,200.0,±10%,CC0805KRX7RABB222,Yageo,1.6,
2.20 nF,1206,X7R,500.0,±10%,CC1206KKX7RBBB222,Yageo,3.862,
2.20 nF,0603,X7R,100.0,±20%,CX0603MRX7R0BB222,Yageo,5.569,
2.20 nF,0603,X7R,50.0,±5%,CC0603JRX7R9BB222,Yageo,0.6,
2.70 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB272,Yageo,0.9,
2.70 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN272,Yageo,4.7,
2.70 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB272,Yageo,0.2,
3.30 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB332,Yageo,0.8,
3.30 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB332,Yageo,1.7,
3.30 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB332,Yageo,0.5,
3.30 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB332,Yageo,0.2,
3.30 nF,0201,X7R,16.0,±10%,CC0201KRX7R7BB332,Yageo,0.4,
3.30 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB332,Yageo,0.6,
3.30 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN332,Yageo,4.3,
3.30 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB332,Yageo,1.077,
3.90 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB392,Yageo,0.4,
3.90 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB392,Yageo,0.6,
3.90 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB392,Yageo,0.2,
4.70 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB472,Yageo,1.6,
4.70 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB472,Yageo,0.6,
4.70 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB472,Yageo,0.4,
4.70 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB472,Yageo,0.2,
4.70 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB472,Yageo,0.3,
4.70 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB472,Yageo,0.2,
4.70 nF,0603,X7R,100.0,±10%,CC0603KRX7R0BB472,Yageo,0.9,
4.70 nF,1206,X7R,1000.0,±10%,CC1206KKX7RCBB472,Yageo,7.7,
4.70 nF,1812,X7R,2000.0,±10%,CC1812KKX7RDBB472,Yageo,17.9,
4.70 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB472,Yageo,1.116,
4.70 nF,0603,X7R,50.0,±5%,CC0603JRX7R9BB472,Yageo,0.6,
5.60 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB562,Yageo,0.3,
5.60 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB562,Yageo,0.8,
5.60 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB562,Yageo,0.2,
6.80 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB682,Yageo,0.8,
6.80 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB682,Yageo,0.5,
6.80 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB682,Yageo,0.3,
6.80 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB682,Yageo,0.5,
6.80 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB682,Yageo,0.152,
8.20 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB822,Yageo,1.0,
10.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB103,Yageo,0.2,
10.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB103,Yageo,0.2,
10.0 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB103,Yageo,0.4,
10.0 nF,1206,X7R,1000.0,±10%,CC1206KKX7RCBB103,Yageo,13.5,
10.0 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB103,Yageo,1.3,
10.0 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB103,Yageo,1.3,
10.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB103,Yageo,0.3,
10.0 nF,1812,X7R,2000.0,±10%,CC1812KKX7RDBB103,Yageo,28.1,
10.0 nF,1206,X7R,200.0,±10%,CC1206KRX7RABB103,Yageo,3.6,
10.0 nF,0603,X7R,100.0,±10%,CC0603KRX7R0BB103,Yageo,1.0,
10.0 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB103,Yageo,0.2,
10.0 nF,0603,X7R,16.0,±10%,CC0603KRX7R7BB103,Yageo,0.4,
10.0 nF,0805,X7R,500.0,±10%,CC0805KKX7RBBB103,Yageo,3.4,
10.0 nF,0805,X7R,250.0,±10%,CC0805KKX7RYBB103,Yageo,1.9,
10.0 nF,0201,X7R,10.0,±10%,CC0201KRX7R6BB103,Yageo,0.3,
10.0 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB103,Yageo,0.2,
10.0 nF,0603,X7R,50.0,±5%,CC0603JRX7R9BB103,Yageo,0.3,
10.0 nF,0402,X7R,16.0,±20%,CC0402MRX7R7BB103,Yageo,0.2,
10.0 nF,0805,X7R,25.0,±10%,CC0805KRX7R8BB103,Yageo,0.8,
10.0 nF,0805,X7R,50.0,±5%,CC0805JRX7R9BB103,Yageo,1.0,
10.0 nF,0603,X7R,50.0,±10%,CC0603KPX7R9BB103,Yageo,0.232,
10.0 nF,0201,X5R,10.0,±10%,CC0201KRX5R6BB103,Yageo,0.3,
10.0 nF,0201,X7R,6.3,±10%,CC0201KRX7R5BB103,Yageo,0.4,
10.0 nF,0402,X7R,50.0,±5%,CC0402JRX7R9BB103,Yageo,0.5,
10.0 nF,0603,X7R,50.0,±20%,CC0603MRX7R9BB103,Yageo,0.3,
10.0 nF,0603,X7R,50.0,±20%,CX0603MRX7R9BB103,Yageo,6.962,
12.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB123,Yageo,1.0,
12.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB123,Yageo,0.7,
12.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB123,Yageo,0.4,
15.0 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB153,Yageo,0.9,
15.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB153,Yageo,0.4,
15.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB153,Yageo,0.4,
15.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB153,Yageo,0.6,
15.0 nF,0805,X7R,25.0,±10%,CC0805KRX7R8BB153,Yageo,1.398,
18.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB183,Yageo,1.0,
18.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB183,Yageo,0.7,
22.0 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB223,Yageo,0.8,
22.0 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB223,Yageo,1.7,
22.0 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB223,Yageo,1.3,
22.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB223,Yageo,0.6,
22.0 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB223,Yageo,0.4,
22.0 nF,1206,X7R,200.0,±10%,CC1206KKX7RABB223,Yageo,3.7,
22.0 nF,0603,X7R,16.0,±10%,CC0603KRX7R7BB223,Yageo,0.8,
22.0 nF,1210,X7R,1000.0,±10%,CC1210KKX7RCBB223,Yageo,11.3,
22.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB223,Yageo,0.3,
22.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB223,Yageo,1.1,
22.0 nF,0805,X7R,25.0,±10%,CC0805KRX7R8BB223,Yageo,1.2,
22.0 nF,0603,X7R,25.0,±20%,CX0603MRX7R8BB223,Yageo,6.962,
22.0 nF,0603,X7R,25.0,±5%,CC0603JRX7R8BB223,Yageo,0.927,
22.0 nF,0805,X7R,25.0,±20%,CX0805MRX7R8BB223,Yageo,11.567,
27.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB273,Yageo,0.998,
