1.50 pF,0603,C0G/NP0,50.0,-1,CC0603CRNPO9BN1R5,Yageo,0.8,18764,
1.80 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB182,Yageo,0.238,22810,
1.80 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB182,Yageo,1.0,0,
1.80 pF,0402,C0G/NP0,50.0,-1,CC0402CRNPO9BN1R8,Yageo,1.0,160748,
1.80 pF,0603,C0G/NP0,50.0,-1,CC0603CRNPO9BN1R8,Yageo,0.5,0,
10.0 nF,0201,X5R,10.0,±10%,CC0201KRX5R6BB103,Yageo,0.3,102637,
10.0 nF,0201,X7R,10.0,±10%,CC0201KRX7R6BB103,Yageo,0.3,1348305,
10.0 nF,0201,X7R,6.3,±10%,CC0201KRX7R5BB103,Yageo,0.4,29980,
10.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB103,Yageo,0.2,835854,
10.0 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB103,Yageo,0.2,938409,
10.0 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB103,Yageo,0.2,1720345,
10.0 nF,0603,X7R,100.0,±10%,CC0603KRX7R0BB103,Yageo,1.0,16283,
10.0 nF,0603,X7R,16.0,±10%,CC0603KRX7R7BB103,Yageo,0.4,0,
10.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB103,Yageo,0.3,125391,
10.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB103,Yageo,0.2,3491817,
10.0 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB103,Yageo,1.3,33601,
10.0 nF,0805,X7R,25.0,±10%,CC0805KRX7R8BB103,Yageo,0.8,0,
10.0 nF,0805,X7R,250.0,±10%,CC0805KKX7RYBB103,Yageo,1.9,13585,
10.0 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB103,Yageo,0.4,937292,
10.0 nF,0805,X7R,500.0,±10%,CC0805KKX7RBBB103,Yageo,3.4,0,
10.0 nF,1206,X7R,1000.0,±10%,CC1206KKX7RCBB103,Yageo,13.5,12935,
10.0 nF,1206,X7R,200.0,±10%,CC1206KRX7RABB103,Yageo,3.6,0,
10.0 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB103,Yageo,1.3,386200,
10.0 nF,1812,X7R,2000.0,±10%,CC1812KKX7RDBB103,Yageo,28.1,2550,
10.0 pF,0201,C0G/NP0,25.0,±5%,CC0201JRNPO8BN100,Yageo,0.5,102701,
10.0 pF,0201,C0G/NP0,50.0,±5%,CC0201JRNPO9BN100,Yageo,0.3,187051,
10.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN100,Yageo,0.2,2050377,
10.0 pF,0603,C0G/NP0,200.0,±5%,CC0603JRNPOABN100,Yageo,1.1,0,
10.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN100,Yageo,0.4,169824,
10.0 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN100,Yageo,0.9,47856,
10.0 pF,1206,C0G/NP0,200.0,±5%,CC1206JRNPOABN100,Yageo,3.0,0,
10.0 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN100,Yageo,1.7,57690,
10.0 pF,1206,C0G/NP0,500.0,±5%,CC1206JRNPOBBN100,Yageo,4.6,0,
10.0 pF,1808,C0G/NP0,3000.0,±5%,CC1808JKNPOEBN100,Yageo,-1,0,
10.0 µF,0603,X5R,6.3,±20%,CC0603MRX5R5BB106,Yageo,2.3,390983,
10.0 µF,0805,X5R,10.0,±10%,CC0805KKX5R6BB106,Yageo,2.4,456293,
10.0 µF,0805,X5R,6.3,±10%,CC0805KKX5R5BB106,Yageo,1.6,186915,
10.0 µF,1206,X5R,10.0,±10%,CC1206KKX5R6BB106,Yageo,5.1,5025,
10.0 µF,1206,X5R,16.0,±10%,CC1206KKX5R7BB106,Yageo,3.4,1339,
10.0 µF,1206,X5R,25.0,±10%,CC1206KKX5R8BB106,Yageo,4.5,102994,
10.0 µF,1206,X5R,6.3,±10%,CC1206KKX5R5BB106,Yageo,3.7,4015,
10.0 µF,1206,X7R,16.0,±10%,CC1206KKX7R7BB106,Yageo,4.8,40677,
10.0 µF,1210,X5R,25.0,±10%,CC1210KKX5R8BB106,Yageo,8.6,362,
100 nF,0201,X5R,6.3,±10%,CC0201KRX5R5BB104,Yageo,0.4,254666,
100 nF,0402,X5R,10.0,±10%,CC0402KRX5R6BB104,Yageo,0.2,1077715,
100 nF,0402,X5R,16.0,±10%,CC0402KRX5R7BB104,Yageo,0.2,1332630,
100 nF,0402,X5R,6.3,±10%,CC0402KRX5R5BB104,Yageo,0.2,0,
100 nF,0402,X7R,10.0,±10%,CC0402KRX7R6BB104,Yageo,0.3,481057,
100 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB104,Yageo,0.2,2329595,
100 nF,0603,X7R,10.0,±20%,CX0603MRX7R6BB104,Yageo,9.371,148661,
100 nF,0603,X7R,16.0,±10%,CC0603KRX7R7BB104,Yageo,0.3,2753124,
100 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB104,Yageo,0.3,8193,
100 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB104,Yageo,0.3,3918334,
100 nF,0805,X7R,16.0,±10%,CC0805KRX7R7BB104,Yageo,1.2,76096,
100 nF,0805,X7R,25.0,±10%,CC0805KRX7R8BB104,Yageo,0.6,513130,
100 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB104,Yageo,0.6,2094103,
100 nF,1206,X7R,100.0,±10%,CC1206KKX7R0BB104,Yageo,1.9,69377,
100 nF,1206,X7R,25.0,±10%,CC1206KRX7R8BB104,Yageo,1.9,0,
100 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB104,Yageo,0.9,673521,
100 nF,1210,X7R,200.0,±10%,CC1210KKX7RABB104,Yageo,14.3,0,
100 nF,1812,X7R,500.0,±10%,CC1812KKX7RBBB104,Yageo,25.3,0,
100 pF,0201,C0G/NP0,25.0,±5%,CC0201JRNPO8BN101,Yageo,0.3,90344,
100 pF,0402,C0G/NP0,16.0,±5%,CC0402JRNPO7BN101,Yageo,0.3,0,
100 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN101,Yageo,0.2,2730329,
100 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB101,Yageo,0.3,650291,
100 pF,0603,C0G/NP0,100.0,±5%,CC0603JRNPO0BN101,Yageo,0.8,3998,
100 pF,0603,C0G/NP0,200.0,±5%,CC0603JRNPOABN101,Yageo,1.1,0,
100 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN101,Yageo,0.4,1001955,
100 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB101,Yageo,0.3,0,
100 pF,0805,C0G/NP0,100.0,±5%,CC0805JRNPO0BN101,Yageo,1.4,7143,
100 pF,0805,C0G/NP0,200.0,±5%,CC0805JRNPOABN101,Yageo,1.9,9810,
100 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN101,Yageo,0.7,251937,
100 pF,0805,C0G/NP0,500.0,±5%,CC0805JRNPOBBN101,Yageo,2.7,0,
100 pF,1206,C0G/NP0,200.0,±5%,CC1206JRNPOABN101,Yageo,3.2,869,
100 pF,1206,C0G/NP0,2000.0,±5%,CC1206JKNPODBN101,Yageo,11.6,0,
100 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN101,Yageo,1.8,52354,
100 pF,1206,C0G/NP0,500.0,±5%,CC1206JRNPOBBN101,Yageo,3.3,10155,
100 pF,1812,C0G/NP0,1000.0,±5%,CC1812JKNPOCBN101,Yageo,28.2,0,
12.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB123,Yageo,0.4,0,
12.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB123,Yageo,0.7,0,
12.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB123,Yageo,1.0,1479,
12.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN120,Yageo,0.2,753010,
12.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN120,Yageo,0.4,56621,
12.0 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN120,Yageo,0.9,80488,
120 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN121,Yageo,0.8,54883,
120 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB121,Yageo,0.5,0,
15.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB153,Yageo,0.4,24203,
15.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB153,Yageo,0.6,0,
15.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB153,Yageo,0.4,206,
15.0 nF,0805,X7R,25.0,±10%,CC0805KRX7R8BB153,Yageo,1.398,0,
15.0 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB153,Yageo,0.9,37116,
15.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN150,Yageo,0.2,173301,
15.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN150,Yageo,0.4,184715,
15.0 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN150,Yageo,0.9,136156,
150 nF,0603,X7R,10.0,±10%,CC0603KRX7R6BB154,Yageo,1.2,0,
150 nF,0805,X7R,16.0,±10%,CC0805KRX7R7BB154,Yageo,0.9,0,
150 pF,0201,X7R,50.0,±10%,CC0201KRX7R9BB151,Yageo,0.605,0,
150 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN151,Yageo,0.4,130606,
150 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB151,Yageo,0.6,0,
150 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN151,Yageo,0.8,25551,
150 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB151,Yageo,0.9,0,
150 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN151,Yageo,1.1,29501,
18.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB183,Yageo,0.7,0,
18.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB183,Yageo,1.0,1902,
18.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN180,Yageo,0.2,459741,
18.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN180,Yageo,0.5,74194,
180 nF,0603,X7R,10.0,±10%,CC0603KRX7R6BB184,Yageo,1.5,0,
180 nF,1206,X7R,25.0,±10%,CC1206KRX7R8BB184,Yageo,4.286,0,
180 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN181,Yageo,0.4,55835,
180 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN181,Yageo,0.4,121178,
180 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB181,Yageo,0.5,0,
180 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN181,Yageo,1.1,32733,
180 pF,1206,C0G/NP0,1000.0,±5%,CC1206JKNPOCBN181,Yageo,6.6,0,
2.20 nF,0201,X7R,16.0,±10%,CC0201KRX7R7BB222,Yageo,0.3,64962,
2.20 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB222,Yageo,0.152,20440,
2.20 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB222,Yageo,0.2,27436,
2.20 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB222,Yageo,0.2,898454,
2.20 nF,0603,X7R,100.0,±20%,CX0603MRX7R0BB222,Yageo,5.569,15685,
2.20 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB222,Yageo,0.5,109592,
2.20 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB222,Yageo,1.3,10278,
2.20 nF,0805,X7R,200.0,±10%,CC0805KRX7RABB222,Yageo,1.6,9475,
2.20 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB222,Yageo,0.5,51822,
2.20 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN222,Yageo,4.6,0,
2.20 nF,1206,X7R,1000.0,±10%,CC1206KKX7RCBB222,Yageo,2.7,22837,
2.20 nF,1206,X7R,200.0,±10%,CC1206KRX7RABB222,Yageo,3.2,3701,
2.20 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB222,Yageo,1.7,54870,
2.20 nF,1206,X7R,500.0,±10%,CC1206KKX7RBBB222,Yageo,3.862,0,
2.20 nF,1812,X7R,2000.0,±10%,CC1812KKX7RDBB222,Yageo,22.6,0,
2.20 pF,0201,C0G/NP0,50.0,-1,CC0201CRNPO9BN2R2,Yageo,0.2,1925,
2.20 pF,0402,C0G/NP0,50.0,-1,CC0402CRNPO9BN2R2,Yageo,0.2,367659,
2.20 pF,0603,C0G/NP0,50.0,±5%,CC0603CRNPO9BN2R2,Yageo,0.5,733,
2.20 µF,0603,X5R,10.0,±10%,CC0603KRX5R6BB225,Yageo,1.2,199421,
2.20 µF,0603,X5R,16.0,±10%,CC0603KRX5R7BB225,Yageo,2.1,56394,
2.20 µF,0603,X5R,6.3,±10%,CC0603KRX5R5BB225,Yageo,1.0,115959,
2.20 µF,0805,X5R,10.0,±10%,CC0805KKX5R6BB225,Yageo,3.0,2975,
2.20 µF,0805,X5R,16.0,±10%,CC0805KKX5R7BB225,Yageo,2.3,1845,
2.20 µF,0805,X5R,6.3,±10%,CC0805KKX5R5BB225,Yageo,2.148,2309,
2.20 µF,0805,X7R,10.0,±10%,CC0805KKX7R6BB225,Yageo,1.7,119140,
2.20 µF,0805,X7R,16.0,±10%,CC0805KKX7R7BB225,Yageo,1.8,42852,
2.20 µF,0805,X7R,25.0,±10%,CC0805KKX7R8BB225,Yageo,7.0,32189,
2.20 µF,1206,X7R,10.0,±10%,CC1206KKX7R6BB225,Yageo,1.9,1746,
2.20 µF,1206,X7R,16.0,±10%,CC1206KKX7R7BB225,Yageo,2.2,9455,
2.20 µF,1206,X7R,25.0,±10%,CC1206KKX7R8BB225,Yageo,3.2,2404,
2.70 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB272,Yageo,0.2,479743,
2.70 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB272,Yageo,0.9,5264,
2.70 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN272,Yageo,4.7,0,
2.70 pF,0402,C0G/NP0,50.0,-1,CC0402CRNPO9BN2R7,Yageo,0.4,50574,
2.70 pF,0603,C0G/NP0,50.0,-1,CC0603CRNPO9BN2R7,Yageo,0.9,0,
22.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB223,Yageo,0.3,257148,
22.0 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB223,Yageo,0.4,25815,
22.0 nF,0603,X7R,16.0,±10%,CC0603KRX7R7BB223,Yageo,0.8,11900,
22.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB223,Yageo,1.1,51274,
22.0 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB223,Yageo,0.6,39772,
22.0 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB223,Yageo,1.3,26317,
22.0 nF,0805,X7R,25.0,±20%,CX0805MRX7R8BB223,Yageo,11.567,6203,
22.0 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB223,Yageo,0.8,100655,
22.0 nF,1206,X7R,200.0,±10%,CC1206KKX7RABB223,Yageo,3.7,3297,
22.0 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB223,Yageo,1.7,44553,
22.0 nF,1210,X7R,1000.0,±10%,CC1210KKX7RCBB223,Yageo,11.3,3995,
22.0 pF,0201,C0G/NP0,50.0,±5%,CC0201JRNPO9BN220,Yageo,0.7,21630,
22.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN220,Yageo,0.2,1308322,
22.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN220,Yageo,0.5,424382,
22.0 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN220,Yageo,0.6,320486,
22.0 pF,1206,C0G/NP0,200.0,±5%,CC1206JRNPOABN220,Yageo,3.793,0,
22.0 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN220,Yageo,1.7,110256,
22.0 pF,1206,C0G/NP0,500.0,±5%,CC1206JRNPOBBN220,Yageo,4.238,0,
22.0 pF,1812,C0G/NP0,3000.0,±5%,CC1812JKNPOEBN220,Yageo,20.0,0,
22.0 µF,0805,X5R,6.3,±20%,CC0805MKX5R5BB226,Yageo,3.0,171924,
22.0 µF,1206,X5R,6.3,±10%,CC1206KKX5R5BB226,Yageo,5.1,4291,
22.0 µF,1210,X5R,10.0,±10%,CC1210KKX5R6BB226,Yageo,16.103,248,
22.0 µF,1210,X5R,16.0,±10%,CC1210KKX5R7BB226,Yageo,16.309,295,
220 nF,0402,X5R,10.0,±10%,CC0402KRX5R6BB224,Yageo,0.7,95967,
220 nF,0402,X5R,6.3,±10%,CC0402KRX5R5BB224,Yageo,0.8,3918,
220 nF,0603,X7R,10.0,±10%,CC0603KRX7R6BB224,Yageo,0.9,23975,
220 nF,0603,X7R,16.0,±10%,CC0603KRX7R7BB224,Yageo,0.4,178473,
220 nF,0805,X7R,16.0,±10%,CC0805KRX7R7BB224,Yageo,1.8,0,
220 nF,0805,X7R,25.0,±10%,CC0805KRX7R8BB224,Yageo,2.1,24151,
220 nF,1206,X7R,16.0,±10%,CC1206KRX7R7BB224,Yageo,2.0,0,
220 nF,1206,X7R,25.0,±10%,CC1206KRX7R8BB224,Yageo,1.8,22611,
220 nF,1206,X7R,50.0,±10%,CC1206KKX7R9BB224,Yageo,1.5,45489,
220 nF,1210,X7R,50.0,±20%,CX1210MKX7R9BB224,Yageo,13.254,0,
220 pF,0201,X7R,50.0,±10%,CC0201KRX7R9BB221,Yageo,0.381,73010,
220 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN221,Yageo,0.3,100709,
220 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB221,Yageo,0.2,219570,
220 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN221,Yageo,0.7,43657,
220 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB221,Yageo,0.6,41463,
220 pF,0805,C0G/NP0,200.0,±5%,CC0805JRNPOABN221,Yageo,1.78,12274,
220 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN221,Yageo,1.0,45164,
220 pF,0805,C0G/NP0,500.0,±5%,CC0805JRNPOBBN221,Yageo,3.134,0,
220 pF,0805,X7R,200.0,±10%,CC0805KRX7RABB221,Yageo,1.478,5942,
220 pF,0805,X7R,50.0,±10%,CC0805KRX7R9BB221,Yageo,0.8,32534,
220 pF,1206,C0G/NP0,1000.0,±5%,CC1206JKNPOCBN221,Yageo,9.1,18879,
220 pF,1206,C0G/NP0,200.0,±5%,CC1206JRNPOABN221,Yageo,2.603,2995,
220 pF,1206,C0G/NP0,2000.0,±5%,CC1206JKNPODBN221,Yageo,8.582,0,
220 pF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN221,Yageo,2.4,6704,
220 pF,1206,C0G/NP0,500.0,±5%,CC1206JRNPOBBN221,Yageo,3.7,8803,
220 pF,1812,C0G/NP0,1000.0,±5%,CC1812JKNPOCBN221,Yageo,-1,0,
220 pF,1812,C0G/NP0,3000.0,±5%,CC1812JKNPOEBN221,Yageo,20.6,43723,
27.0 nF,0603,X7R,25.0,±10%,CC0603KRX7R8BB273,Yageo,0.998,0,
27.0 pF,0402,C0G/NP0,50.0,±5%,CC0402JRNPO9BN270,Yageo,0.2,270623,
27.0 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN270,Yageo,0.5,91347,
27.0 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN270,Yageo,0.9,88474,
270 nF,0805,X7R,16.0,±10%,CC0805KRX7R7BB274,Yageo,2.201,0,
270 pF,0402,X7R,50.0,±10%,CC0402KRX7R9BB271,Yageo,0.4,13215,
270 pF,0603,C0G/NP0,50.0,±5%,CC0603JRNPO9BN271,Yageo,0.9,97995,
270 pF,0603,X7R,50.0,±10%,CC0603KRX7R9BB271,Yageo,0.7,45120,
270 pF,0805,C0G/NP0,50.0,±5%,CC0805JRNPO9BN271,Yageo,1.4,50893,
3.30 nF,0201,X7R,16.0,±10%,CC0201KRX7R7BB332,Yageo,0.4,26370,
3.30 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB332,Yageo,0.6,0,
3.30 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB332,Yageo,0.2,161259,
3.30 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB332,Yageo,0.5,172371,
3.30 nF,0805,X7R,100.0,±10%,CC0805KRX7R0BB332,Yageo,1.077,4001,
3.30 nF,0805,X7R,50.0,±10%,CC0805KRX7R9BB332,Yageo,0.8,337876,
3.30 nF,1206,C0G/NP0,50.0,±5%,CC1206JRNPO9BN332,Yageo,4.3,0,
3.30 nF,1206,X7R,50.0,±10%,CC1206KRX7R9BB332,Yageo,1.7,14808,
3.30 pF,0201,C0G/NP0,50.0,-1,CC0201CRNPO9BN3R3,Yageo,0.2,0,
3.30 pF,0402,C0G/NP0,50.0,-1,CC0402CRNPO9BN3R3,Yageo,0.4,52770,
3.30 pF,0603,C0G/NP0,50.0,±5%,CC0603CRNPO9BN3R3,Yageo,0.5,0,
3.90 nF,0402,X7R,25.0,±10%,CC0402KRX7R8BB392,Yageo,0.2,124168,
3.90 nF,0402,X7R,50.0,±10%,CC0402KRX7R9BB392,Yageo,0.4,2752,
3.90 nF,0603,X7R,50.0,±10%,CC0603KRX7R9BB392,Yageo,0.6,0,
3.90 pF,0402,C0G/NP0,50.0,-1,CC0402CRNPO9BN3R9,Yageo,0.287,0,
3.90 pF,0603,C0G/NP0,50.0,-1,CC0603CRNPO9BN3R9,Yageo,0.5,0,
33.0 nF,0402,X7R,10.0,±10%,CC0402KRX7R6BB333,Yageo,0.5,26765,
33.0 nF,0402,X7R,16.0,±10%,CC0402KRX7R7BB333,Yageo,0.4,94706,
33.0 nF,0603,X7R,16.0,±10%,CC0603KRX7R7BB333,Yageo,0.7,0,
